"from"	"to"	"weight"
"Cre06.g291500"	"Cre03.g168550"	0.0123191461816985
"Cre03.g193400"	"Cre03.g197550"	0.0123190930300244
"Cre02.g074150"	"Cre11.g467528"	0.0123190067351208
"Cre03.g163200"	"Cre06.g293950"	0.0123179691034833
"Cre04.g228400"	"Cre12.g532867"	0.0123178619808056
"Cre02.g101300"	"Cre09.g410450"	0.0123177444247723
"Cre17.g709550"	"Cre10.g433300"	0.0123175847933996
"Cre12.g515050"	"Cre15.g640150"	0.0123175054279156
"Cre12.g534151"	"Cre06.g293250"	0.012317122255307
"Cre06.g275550"	"Cre16.g655700"	0.0123170217288393
"Cre03.g172800"	"Cre06.g311350"	0.0123169687712678
"Cre06.g300600"	"Cre07.g334550"	0.0123166556116444
"Cre10.g441000"	"Cre09.g408700"	0.0123162883490118
"Cre07.g344668"	"Cre12.g558050"	0.0123160862461608
"Cre02.g074150"	"Cre06.g309500"	0.0123160252961834
"Cre13.g572150"	"Cre03.g172900"	0.0123160228819652
"Cre10.g450500"	"Cre01.g009101"	0.0123159226186143
"Cre04.g231124"	"Cre05.g239350"	0.0123157194837558
"Cre01.g009575"	"Cre17.g696800"	0.0123153726651599
"Cre02.g078700"	"Cre12.g550400"	0.0123149926386624
"Cre09.g399067"	"Cre10.g454500"	0.0123146429574871
"Cre05.g242600"	"Cre14.g615700"	0.0123145812045252
"Cre03.g184151"	"Cre17.g705000"	0.0123143557578968
"Cre12.g560200"	"Cre06.g285550"	0.0123143125668923
"Cre12.g489000"	"Cre02.g094450"	0.0123140193659211
"Cre02.g109650"	"Cre07.g333746"	0.0123138997373916
"Cre04.g219600"	"Cre12.g528950"	0.0123135913628918
"Cre10.g441000"	"Cre11.g467747"	0.0123135639164357
"Cre02.g078700"	"Cre10.g433600"	0.0123134912549621
"Cre06.g253250"	"Cre04.g224650"	0.012312995944162
"Cre06.g269100"	"Cre11.g483000"	0.0123126800046165
"Cre03.g163200"	"Cre12.g531450"	0.0123121968771013
"Cre07.g325738"	"Cre01.g049450"	0.0123110250535783
"Cre12.g522400"	"Cre03.g202561"	0.0123106362084251
"Cre13.g568350"	"Cre10.g456300"	0.0123100270605807
"Cre02.g101550"	"Cre06.g303050"	0.0123098113406367
"Cre03.g184151"	"Cre02.g115350"	0.0123097954893343
"Cre03.g163200"	"Cre11.g469450"	0.0123093179262284
"Cre17.g742700"	"Cre03.g143907"	0.0123090195740821
"Cre04.g212100"	"Cre07.g342450"	0.0123088482617791
"Cre09.g386753"	"Cre04.g221500"	0.0123086097452511
"Cre05.g247000"	"Cre17.g701650"	0.0123082330074014
"Cre12.g515050"	"Cre14.g617650"	0.0123077774044815
"Cre07.g351550"	"Cre10.g434650"	0.012307615940364
"Cre02.g082550"	"Cre06.g306057"	0.0123075564345865
"Cre11.g469400"	"Cre09.g394701"	0.012307508306006
"Cre11.g467577"	"Cre10.g434750"	0.0123071184164345
"Cre12.g541777"	"Cre02.g142266"	0.0123069928702155
"Cre02.g101850"	"Cre07.g335700"	0.0123069537801644
"Cre06.g300600"	"Cre10.g440400"	0.012306452952968
"Cre06.g278229"	"Cre12.g500100"	0.012306212834023
"Cre13.g590350"	"Cre09.g388150"	0.012305330132506
"Cre06.g269100"	"Cre16.g693400"	0.0123052012614405
"Cre12.g489000"	"Cre17.g705450"	0.0123049977754515
"Cre14.g620500"	"Cre13.g584775"	0.01230497211623
"Cre07.g345050"	"Cre02.g147800"	0.0123049675849417
"Cre03.g163200"	"Cre10.g448550"	0.0123048624343491
"Cre02.g078700"	"Cre04.g221600"	0.0123046652847544
"Cre03.g144747"	"Cre01.g028000"	0.0123043654061033
"Cre03.g146027"	"Cre05.g239652"	0.0123042252513351
"Cre07.g344668"	"Cre07.g319226"	0.0123036764064953
"Cre03.g185950"	"Cre18.g749947"	0.0123035002101266
"Cre08.g361400"	"Cre17.g737300"	0.0123033195821372
"Cre05.g242600"	"Cre07.g346350"	0.0123032600889517
"Cre03.g200431"	"Cre07.g325749"	0.0123032207517147
"Cre03.g210625"	"Cre09.g403150"	0.0123030800790515
"Cre03.g194950"	"Cre07.g349850"	0.0123026583235104
"Cre12.g537671"	"Cre03.g161850"	0.0123024442453182
"Cre02.g087600"	"Cre09.g391541"	0.0123018702579568
"Cre01.g043550"	"Cre01.g051174"	0.0123017381633958
"Cre02.g108450"	"Cre10.g439550"	0.0123016017720588
"Cre01.g033900"	"Cre09.g395900"	0.0123015158700928
"Cre08.g364450"	"Cre01.g070202"	0.0123011810832353
"Cre13.g572450"	"Cre17.g731581"	0.0123011587155961
"Cre08.g364450"	"Cre12.g559950"	0.0123010365582555
"Cre06.g269100"	"Cre12.g557950"	0.012300300040491
"Cre12.g489000"	"Cre06.g272250"	0.0123000362763759
"Cre08.g364450"	"Cre14.g632775"	0.0123000030368767
"Cre10.g436800"	"Cre11.g469375"	0.0122997202142124
"Cre01.g000050"	"Cre12.g486800"	0.0122992498484761
"Cre06.g292650"	"Cre11.g467762"	0.0122986964466129
"Cre01.g002250"	"Cre06.g302700"	0.0122984207002987
"Cre03.g180800"	"Cre07.g314050"	0.0122981550572121
"Cre16.g673250"	"Cre08.g359450"	0.0122976647676912
"Cre08.g378450"	"Cre10.g465763"	0.0122972362122968
"Cre07.g340450"	"Cre09.g388700"	0.0122969415401918
"Cre08.g361400"	"Cre10.g417850"	0.0122961732489345
"Cre11.g481800"	"Cre13.g584775"	0.0122956502174912
"Cre16.g661650"	"Cre03.g200655"	0.0122956193225275
"Cre07.g345350"	"Cre09.g392800"	0.0122953342329145
"Cre09.g397734"	"Cre10.g433550"	0.0122948231991518
"Cre11.g476200"	"Cre09.g391245"	0.0122943144515696
"Cre04.g212700"	"Cre03.g173900"	0.0122943097156581
"Cre05.g247000"	"Cre12.g496800"	0.0122933760321286
"Cre09.g391353"	"Cre09.g389615"	0.0122933590860687
"Cre17.g702650"	"Cre13.g589100"	0.0122931925938323
"Cre04.g219600"	"Cre13.g564583"	0.0122929616024422
"Cre14.g614400"	"Cre17.g730550"	0.0122925426431283
"Cre17.g702650"	"Cre01.g042850"	0.0122918009765683
"Cre09.g413050"	"Cre14.g610599"	0.0122915708937753
"Cre08.g373346"	"Cre04.g217917"	0.0122910881775259
"Cre03.g163200"	"Cre12.g497700"	0.0122909157530268
"Cre02.g144800"	"Cre16.g657300"	0.0122904273551679
"Cre13.g583150"	"Cre10.g460350"	0.012290387181778
"Cre11.g467577"	"Cre06.g293100"	0.0122899850881857
"Cre03.g179000"	"Cre16.g675301"	0.0122899315446985
"Cre04.g231124"	"Cre09.g386900"	0.0122896551934997
"Cre04.g212700"	"Cre09.g403900"	0.0122895903267293
"Cre17.g738632"	"Cre09.g394473"	0.0122893551922204
"Cre07.g345050"	"Cre09.g387356"	0.0122893397963297
"Cre01.g034350"	"Cre09.g387951"	0.0122891660905026
"Cre03.g163200"	"Cre04.g220600"	0.0122890866643926
"Cre10.g438850"	"Cre16.g694750"	0.0122887358148504
"Cre03.g185950"	"Cre05.g235950"	0.0122886140994237
"Cre16.g649433"	"Cre07.g314900"	0.0122881263490721
"Cre03.g212977"	"Cre02.g090689"	0.0122875427577528
"Cre16.g692250"	"Cre06.g296500"	0.0122872306153811
"Cre01.g033900"	"Cre01.g050100"	0.01228713887848
"Cre07.g353700"	"Cre12.g521000"	0.0122868418131761
"Cre03.g145407"	"Cre06.g273413"	0.0122865573708851
"Cre09.g393284"	"Cre17.g696950"	0.0122864945066268
"Cre13.g583150"	"Cre03.g176700"	0.0122864758635389
"Cre15.g635100"	"Cre03.g177350"	0.012286345973496
"Cre10.g418600"	"Cre02.g117250"	0.0122860729998439
"Cre02.g109650"	"Cre02.g111650"	0.0122850270619114
"Cre16.g680588"	"Cre16.g692500"	0.0122845773735555
"Cre01.g001600"	"Cre10.g460650"	0.0122843847076048
"Cre03.g183350"	"Cre16.g667900"	0.0122843790118213
"Cre12.g560750"	"Cre16.g658075"	0.0122842682558359
"Cre09.g393284"	"Cre06.g264400"	0.0122842455059569
"Cre09.g399067"	"Cre14.g625225"	0.0122841052710451
"Cre09.g386753"	"Cre12.g519900"	0.0122840612829655
"Cre16.g654550"	"Cre07.g313700"	0.0122840031579313
"Cre09.g390000"	"Cre14.g612800"	0.0122838793959657
"Cre08.g373346"	"Cre01.g006950"	0.0122834518544354
"Cre08.g364050"	"Cre05.g234645"	0.0122832370540264
"Cre02.g145550"	"Cre03.g177350"	0.0122826014274623
"Cre01.g010750"	"Cre01.g024150"	0.0122822662339109
"Cre16.g667450"	"Cre06.g278123"	0.0122814576370698
"Cre06.g293750"	"Cre01.g030150"	0.0122811183458286
"Cre13.g586450"	"Cre03.g190850"	0.0122805949951976
"Cre06.g275500"	"Cre03.g183500"	0.0122805658214617
"Cre02.g074150"	"Cre12.g557350"	0.0122790239173329
"Cre10.g429880"	"Cre14.g620400"	0.0122789629640808
"Cre07.g344668"	"Cre10.g445050"	0.012278510794859
"Cre12.g560750"	"Cre06.g284950"	0.0122770376922325
"Cre04.g231124"	"Cre06.g278189"	0.0122770191063898
"Cre06.g270850"	"Cre12.g550501"	0.0122769540988721
"Cre05.g240600"	"Cre03.g153100"	0.0122767218482433
"Cre07.g345350"	"Cre09.g394900"	0.0122765998645868
"Cre17.g738632"	"Cre10.g431350"	0.0122765572462373
"Cre14.g621050"	"Cre15.g638300"	0.0122756224094229
"Cre17.g702650"	"Cre08.g381850"	0.0122753355724077
"Cre03.g185950"	"Cre06.g269000"	0.0122752992268048
"Cre12.g557300"	"Cre03.g175351"	0.0122751614415675
"Cre06.g291500"	"Cre10.g450150"	0.0122748266999406
"Cre16.g667450"	"Cre04.g227900"	0.0122747451643553
"Cre09.g410450"	"Cre16.g687300"	0.0122744348925005
"Cre12.g516050"	"Cre16.g662000"	0.012274434213339
"Cre11.g467577"	"Cre17.g745547"	0.0122743845880859
"Cre08.g383000"	"Cre11.g482841"	0.0122741710780661
"Cre06.g269100"	"Cre06.g278194"	0.0122740356951228
"Cre12.g560750"	"Cre14.g630700"	0.012274018519953
"Cre03.g210625"	"Cre03.g201050"	0.0122737725985005
"Cre16.g649433"	"Cre17.g708750"	0.0122735989266745
"Cre14.g612100"	"Cre03.g176700"	0.0122734788854088
"Cre10.g418600"	"Cre16.g681914"	0.0122731758630735
"Cre12.g495100"	"Cre17.g730700"	0.0122724136038972
"Cre01.g008200"	"Cre12.g504900"	0.0122724102589487
"Cre08.g358532"	"Cre17.g718350"	0.0122723574386972
"Cre02.g079200"	"Cre05.g239652"	0.0122723473882896
"Cre02.g113450"	"Cre14.g631500"	0.0122723027725768
"Cre06.g275350"	"Cre02.g141900"	0.0122720173940265
"Cre15.g639350"	"Cre11.g477850"	0.0122719410899335
"Cre01.g000050"	"Cre17.g733900"	0.0122719399134931
"Cre06.g285600"	"Cre12.g523550"	0.0122719013460198
"Cre01.g043550"	"Cre08.g376650"	0.0122712687373243
"Cre11.g481050"	"Cre03.g205800"	0.0122710372811468
"Cre02.g085150"	"Cre12.g560902"	0.0122705632618482
"Cre11.g475950"	"Cre14.g623439"	0.0122703002980107
"Cre12.g517451"	"Cre17.g724700"	0.0122702389961904
"Cre14.g617200"	"Cre01.g000150"	0.01227019908455
"Cre02.g145550"	"Cre08.g365900"	0.0122699576526165
"Cre08.g364050"	"Cre16.g683707"	0.012269879849962
"Cre08.g358532"	"Cre10.g439400"	0.01226968624277
"Cre08.g364450"	"Cre02.g074100"	0.0122694366007246
"Cre09.g401219"	"Cre13.g565250"	0.0122693344548812
"Cre14.g630400"	"Cre06.g278234"	0.0122692525939818
"Cre06.g278229"	"Cre11.g467631"	0.0122683760835277
"Cre06.g255450"	"Cre09.g398845"	0.0122682714216609
"Cre01.g043550"	"Cre17.g704500"	0.0122680616203863
"Cre06.g293750"	"Cre09.g411050"	0.0122680598426165
"Cre03.g160600"	"Cre01.g028450"	0.0122680177985749
"Cre06.g278229"	"Cre03.g169150"	0.0122671358513102
"Cre05.g238250"	"Cre12.g545150"	0.012266875024483
"Cre03.g174150"	"Cre06.g297049"	0.0122667357941369
"Cre12.g557300"	"Cre03.g180450"	0.0122667203537059
"Cre17.g709550"	"Cre09.g398650"	0.0122664487583544
"Cre11.g479450"	"Cre09.g401750"	0.0122661090616526
"Cre02.g108450"	"Cre03.g167051"	0.0122658445206354
"Cre06.g253250"	"Cre09.g398956"	0.0122656854903776
"Cre02.g108350"	"Cre12.g500350"	0.0122653956520033
"Cre03.g197100"	"Cre12.g514400"	0.0122651093247748
"Cre03.g160600"	"Cre12.g521450"	0.0122644505241999
"Cre10.g464750"	"Cre12.g508550"	0.0122643155390387
"Cre03.g212641"	"Cre12.g536150"	0.0122642040681554
"Cre06.g264400"	"Cre17.g746297"	0.0122641882982855
"Cre02.g145550"	"Cre03.g194200"	0.0122640941436145
"Cre02.g146629"	"Cre12.g503400"	0.0122639968405965
"Cre02.g108350"	"Cre16.g658800"	0.0122635743995907
"Cre17.g742700"	"Cre10.g446275"	0.0122633652303291
"Cre08.g364050"	"Cre13.g588100"	0.0122631192085673
"Cre09.g410450"	"Cre09.g390726"	0.0122628877815009
"Cre03.g179000"	"Cre17.g699926"	0.0122628122228008
"Cre02.g103450"	"Cre16.g670756"	0.012262386254168
"Cre03.g146027"	"Cre01.g050316"	0.0122623235462863
"Cre05.g242600"	"Cre07.g344668"	0.0122622630392522
"Cre12.g521150"	"Cre13.g571200"	0.0122620437875334
"Cre06.g278184"	"Cre11.g481951"	0.0122617961797928
"Cre12.g557300"	"Cre06.g310300"	0.0122617245882212
"Cre07.g316600"	"Cre14.g628000"	0.0122617066214894
"Cre05.g242600"	"Cre06.g254150"	0.0122610469309198
"Cre08.g364450"	"Cre01.g023750"	0.0122610368564913
"Cre06.g300600"	"Cre12.g505000"	0.0122609867263286
"Cre03.g189000"	"Cre10.g418800"	0.0122607714405972
"Cre02.g094150"	"Cre07.g312800"	0.0122604883929097
"Cre16.g680050"	"Cre02.g074511"	0.0122601873682954
"Cre03.g194950"	"Cre12.g488150"	0.0122597324372358
"Cre07.g329650"	"Cre14.g618700"	0.0122592646737197
"Cre03.g210625"	"Cre07.g344260"	0.0122590999477044
"Cre17.g702650"	"Cre06.g255100"	0.0122590671562857
"Cre06.g278159"	"Cre12.g536200"	0.0122589466596947
"Cre01.g000050"	"Cre03.g207400"	0.012258915740011
"Cre02.g085150"	"Cre10.g458100"	0.012258438032032
"Cre03.g189000"	"Cre01.g036950"	0.0122584217788063
"Cre14.g612350"	"Cre03.g145067"	0.012258314983097
"Cre01.g002250"	"Cre10.g460650"	0.012257865309909
"Cre03.g160600"	"Cre03.g150500"	0.0122574701050568
"Cre08.g364400"	"Cre06.g263550"	0.012257449979631
"Cre02.g104700"	"Cre12.g550501"	0.0122569322567087
"Cre02.g101150"	"Cre06.g301750"	0.0122569293861114
"Cre02.g082550"	"Cre09.g407016"	0.0122567353756659
"Cre07.g345050"	"Cre05.g245451"	0.0122556121270324
"Cre03.g144747"	"Cre09.g387550"	0.0122554879981873
"Cre02.g108450"	"Cre13.g584350"	0.0122554667938425
"Cre12.g520650"	"Cre14.g613750"	0.0122554428004587
"Cre03.g189000"	"Cre03.g152800"	0.0122554184021182
"Cre15.g639350"	"Cre13.g580650"	0.0122553802809503
"Cre08.g364050"	"Cre05.g243451"	0.0122552770707784
"Cre06.g305200"	"Cre10.g433866"	0.0122548851793922
"Cre07.g329650"	"Cre13.g588501"	0.0122548666147042
"Cre12.g516050"	"Cre03.g181450"	0.0122546847734912
"Cre10.g431450"	"Cre13.g582476"	0.0122546497792029
"Cre16.g649433"	"Cre03.g152150"	0.0122543310465178
"Cre02.g101300"	"Cre02.g095080"	0.0122542921074765
"Cre17.g709550"	"Cre01.g049650"	0.0122534069950351
"Cre11.g480950"	"Cre14.g631250"	0.0122534042385333
"Cre02.g091550"	"Cre16.g649800"	0.0122532164927211
"Cre08.g364400"	"Cre08.g383400"	0.0122528425208303
"Cre16.g667450"	"Cre08.g373377"	0.0122526403765171
"Cre02.g103450"	"Cre16.g680950"	0.0122524691777685
"Cre04.g231516"	"Cre09.g395800"	0.0122524488154201
"Cre06.g284000"	"Cre13.g575175"	0.0122521546145008
"Cre16.g649433"	"Cre01.g044850"	0.0122520631706038
"Cre10.g430750"	"Cre12.g550501"	0.0122516212576052
"Cre12.g537671"	"Cre11.g468374"	0.0122511146849911
"Cre06.g291500"	"Cre16.g689759"	0.0122510982598374
"Cre02.g082550"	"Cre17.g728100"	0.0122505434895136
"Cre06.g283200"	"Cre12.g553700"	0.0122504178018401
"Cre07.g345350"	"Cre12.g503650"	0.0122501190901583
"Cre12.g540400"	"Cre16.g683600"	0.0122500981278702
"Cre07.g345350"	"Cre09.g404850"	0.0122500486528513
"Cre05.g242600"	"Cre16.g694850"	0.0122498492587809
"Cre02.g101550"	"Cre16.g663280"	0.0122498173763698
"Cre02.g087551"	"Cre01.g018000"	0.0122494562001912
"Cre03.g164650"	"Cre08.g376150"	0.012249413598953
"Cre01.g035150"	"Cre03.g181100"	0.0122484595904868
"Cre09.g400441"	"Cre12.g527300"	0.0122482916747779
"Cre14.g612100"	"Cre17.g732500"	0.0122482338744234
"Cre06.g270850"	"Cre09.g402950"	0.0122481694880909
"Cre05.g242600"	"Cre06.g256700"	0.0122475099198485
"Cre13.g573000"	"Cre01.g031750"	0.0122474580870472
"Cre05.g242600"	"Cre09.g413300"	0.0122470358638467
"Cre02.g145550"	"Cre05.g237650"	0.0122467562711652
"Cre06.g305850"	"Cre12.g505000"	0.0122464922864087
"Cre03.g189000"	"Cre07.g350451"	0.0122464611540963
"Cre10.g421550"	"Cre17.g700250"	0.01224632873576
"Cre06.g266950"	"Cre16.g677250"	0.0122462110582078
"Cre06.g283200"	"Cre01.g043250"	0.0122461277666135
"Cre14.g612350"	"Cre01.g049050"	0.0122459251528155
"Cre09.g410450"	"Cre08.g375500"	0.0122454208035146
"Cre11.g476200"	"Cre12.g526950"	0.012245260749094
"Cre01.g002250"	"Cre01.g051625"	0.0122452554951388
"Cre09.g397475"	"Cre16.g673057"	0.0122446066072272
"Cre12.g495100"	"Cre05.g234641"	0.0122445290845467
"Cre05.g241636"	"Cre16.g671713"	0.0122443791566115
"Cre08.g383000"	"Cre12.g510600"	0.0122442452154322
"Cre13.g586450"	"Cre12.g536750"	0.0122441188953966
"Cre17.g702650"	"Cre09.g410700"	0.0122440320619685
"Cre16.g692250"	"Cre01.g021050"	0.0122439907130294
"Cre13.g573000"	"Cre12.g547700"	0.0122438329827111
"Cre08.g371052"	"Cre02.g100150"	0.0122436601042387
"Cre02.g091550"	"Cre07.g337516"	0.0122435903025919
"Cre04.g231516"	"Cre09.g394700"	0.0122431081085462
"Cre10.g441000"	"Cre09.g396400"	0.0122430620536577
"Cre03.g172800"	"Cre01.g053150"	0.0122430032034093
"Cre16.g675700"	"Cre11.g467530"	0.0122426354766902
"Cre01.g029450"	"Cre08.g358561"	0.012241831602692
"Cre11.g479450"	"Cre09.g401515"	0.0122415089412825
"Cre09.g392542"	"Cre14.g623350"	0.0122412003453902
"Cre04.g212100"	"Cre03.g205500"	0.0122410795501505
"Cre07.g335150"	"Cre13.g592550"	0.0122406164118737
"Cre07.g349152"	"Cre12.g488173"	0.0122403073557782
"Cre13.g586450"	"Cre14.g611900"	0.0122400540837225
"Cre03.g200431"	"Cre01.g063267"	0.0122394301579719
"Cre16.g649433"	"Cre06.g307500"	0.012239319989039
"Cre08.g371052"	"Cre10.g454500"	0.0122389066316001
"Cre03.g212977"	"Cre06.g288850"	0.0122388666162778
"Cre16.g675700"	"Cre02.g076950"	0.0122382579979679
"Cre08.g378800"	"Cre12.g510300"	0.0122377738485063
"Cre06.g305850"	"Cre08.g384355"	0.0122377224056673
"Cre02.g097850"	"Cre02.g113751"	0.0122373433631648
"Cre03.g184151"	"Cre03.g175700"	0.0122372551464324
"Cre09.g399067"	"Cre12.g487450"	0.0122372038817087
"Cre06.g255450"	"Cre07.g337150"	0.012237156614967
"Cre12.g508150"	"Cre02.g102250"	0.0122369444910961
"Cre08.g364450"	"Cre13.g584200"	0.0122369291560239
"Cre02.g100100"	"Cre01.g017300"	0.0122364691088569
"Cre03.g184151"	"Cre09.g390850"	0.0122364381565631
"Cre05.g240600"	"Cre12.g537400"	0.0122363978488247
"Cre02.g145550"	"Cre14.g617200"	0.0122361804203962
"Cre11.g481800"	"Cre12.g529725"	0.0122360707558442
"Cre01.g001600"	"Cre07.g322900"	0.0122354866908919
"Cre03.g184151"	"Cre01.g025700"	0.0122354859190149
"Cre14.g620850"	"Cre14.g619250"	0.0122354498626099
"Cre11.g476200"	"Cre12.g534450"	0.0122352839874686
"Cre04.g224600"	"Cre02.g103150"	0.0122348929164831
"Cre10.g436800"	"Cre17.g739201"	0.0122347483590033
"Cre01.g008200"	"Cre03.g203300"	0.0122341037810459
"Cre03.g174150"	"Cre06.g278182"	0.0122340080050352
"Cre02.g101300"	"Cre07.g312300"	0.0122336174316186
"Cre06.g292650"	"Cre04.g211600"	0.012232931259106
"Cre03.g200431"	"Cre02.g086400"	0.0122328866398452
"Cre14.g631750"	"Cre16.g690319"	0.0122328539591742
"Cre08.g373346"	"Cre17.g710254"	0.0122325662376543
"Cre02.g109650"	"Cre16.g662500"	0.0122318022965807
"Cre08.g373346"	"Cre17.g729350"	0.0122316572829642
"Cre02.g074150"	"Cre13.g567200"	0.0122314836005997
"Cre02.g103450"	"Cre18.g749247"	0.0122310103403264
"Cre04.g231124"	"Cre02.g120301"	0.0122308932622453
"Cre02.g103450"	"Cre16.g671700"	0.0122307225106002
"Cre05.g242650"	"Cre06.g277150"	0.0122304565805471
"Cre06.g293750"	"Cre07.g347550"	0.0122298986647527
"Cre11.g481800"	"Cre07.g325729"	0.0122298804670419
"Cre01.g029450"	"Cre09.g415650"	0.0122296869770741
"Cre14.g620500"	"Cre01.g019650"	0.0122296112261555
"Cre08.g358532"	"Cre08.g375500"	0.0122295729687715
"Cre09.g392300"	"Cre14.g622075"	0.012229351005961
"Cre11.g479450"	"Cre09.g387356"	0.0122291897160293
"Cre08.g364450"	"Cre06.g297049"	0.0122285823437743
"Cre13.g573000"	"Cre13.g588201"	0.0122283469288496
"Cre12.g557300"	"Cre16.g648650"	0.0122282965546505
"Cre03.g163200"	"Cre02.g117300"	0.0122282736863686
"Cre03.g148250"	"Cre17.g741100"	0.0122281392238307
"Cre02.g108450"	"Cre03.g189950"	0.0122280414900261
"Cre12.g516050"	"Cre16.g649400"	0.012227768335312
"Cre09.g397734"	"Cre06.g256050"	0.0122277462501234
"Cre07.g316600"	"Cre07.g324932"	0.0122277008571341
"Cre01.g033900"	"Cre13.g572600"	0.0122274643256747
"Cre08.g364400"	"Cre16.g676533"	0.0122273493894309
"Cre10.g430750"	"Cre14.g623650"	0.0122270303142683
"Cre01.g035150"	"Cre10.g458250"	0.0122269232431092
"Cre02.g110150"	"Cre10.g424300"	0.0122267019074685
"Cre03.g174150"	"Cre09.g406983"	0.0122266614676199
"Cre04.g219600"	"Cre12.g533050"	0.0122264484450389
"Cre03.g210625"	"Cre08.g372650"	0.0122261909676744
"Cre09.g413050"	"Cre14.g626466"	0.012225424790992
"Cre14.g631750"	"Cre03.g176200"	0.0122253505890289
"Cre03.g179000"	"Cre03.g150850"	0.0122250435590671
"Cre09.g392300"	"Cre12.g509900"	0.0122249512812183
"Cre06.g275350"	"Cre03.g179820"	0.0122248166457533
"Cre08.g358532"	"Cre09.g393136"	0.0122245317252361
"Cre03.g172800"	"Cre13.g591650"	0.0122245286118124
"Cre02.g108350"	"Cre03.g191500"	0.0122241159919088
"Cre08.g364400"	"Cre16.g688302"	0.0122240444435658
"Cre06.g275500"	"Cre12.g532314"	0.012223951146163
"Cre09.g387850"	"Cre02.g077700"	0.0122239378415176
"Cre14.g617200"	"Cre17.g737351"	0.0122237128694121
"Cre07.g335150"	"Cre17.g747497"	0.0122237016848825
"Cre02.g146629"	"Cre01.g010832"	0.0122234087202936
"Cre02.g103450"	"Cre01.g002100"	0.0122232466853971
"Cre08.g358532"	"Cre03.g155850"	0.0122228733142771
"Cre05.g242600"	"Cre01.g037900"	0.0122226289845967
"Cre03.g179000"	"Cre13.g591100"	0.0122226174062488
"Cre07.g330050"	"Cre01.g021850"	0.0122225856901312
"Cre03.g210625"	"Cre12.g538350"	0.0122224076101966
"Cre02.g146629"	"Cre16.g672721"	0.0122220430117724
"Cre09.g392300"	"Cre12.g557928"	0.0122219241454541
"Cre06.g266850"	"Cre06.g281700"	0.0122218820180744
"Cre12.g520650"	"Cre07.g337750"	0.012221604679829
"Cre06.g275500"	"Cre01.g014850"	0.0122215925104033
"Cre07.g345350"	"Cre08.g383400"	0.0122214236671768
"Cre06.g275350"	"Cre01.g030850"	0.0122210544125988
"Cre02.g145550"	"Cre02.g147000"	0.0122210169220274
"Cre04.g231516"	"Cre11.g468374"	0.012220378664241
"Cre11.g476200"	"Cre17.g701650"	0.0122200948101969
"Cre03.g174150"	"Cre17.g741100"	0.0122198798724705
"Cre11.g469400"	"Cre09.g402800"	0.0122198483380586
"Cre16.g662350"	"Cre04.g228300"	0.0122198107017653
"Cre16.g680588"	"Cre14.g609950"	0.0122195144946156
"Cre12.g515050"	"Cre05.g239652"	0.0122193216434778
"Cre02.g103450"	"Cre07.g328700"	0.0122192893135955
"Cre14.g630376"	"Cre16.g647800"	0.01221927925865
"Cre11.g476200"	"Cre13.g568900"	0.0122192656654673
"Cre06.g305850"	"Cre07.g346850"	0.0122190208856343
"Cre03.g152150"	"Cre06.g258950"	0.0122187654687278
"Cre02.g089200"	"Cre02.g143507"	0.0122181238784598
"Cre11.g469400"	"Cre10.g423750"	0.0122179831829305
"Cre17.g709550"	"Cre03.g151550"	0.012217023494066
"Cre07.g335150"	"Cre07.g343933"	0.0122166962644904
"Cre02.g083750"	"Cre16.g674500"	0.0122165663680546
"Cre15.g639350"	"Cre06.g255200"	0.0122164303006744
"Cre07.g345050"	"Cre16.g684250"	0.0122164201309383
"Cre01.g000050"	"Cre17.g712200"	0.0122163979982667
"Cre05.g242600"	"Cre13.g584350"	0.0122155903043731
"Cre04.g231124"	"Cre09.g392504"	0.012215271746357
"Cre02.g083750"	"Cre02.g085650"	0.0122148486953204
"Cre06.g268600"	"Cre12.g488600"	0.0122146339797614
"Cre10.g438850"	"Cre03.g204689"	0.0122142677164756
"Cre01.g002250"	"Cre09.g415950"	0.0122138341158516
"Cre03.g149350"	"Cre12.g554800"	0.0122135634158122
"Cre06.g250950"	"Cre12.g505950"	0.0122135079816804
"Cre06.g264400"	"Cre01.g043950"	0.0122134089131819
"Cre12.g501600"	"Cre06.g278215"	0.0122130924626159
"Cre03.g160600"	"Cre11.g467784"	0.0122129209735344
"Cre10.g430750"	"Cre05.g248100"	0.0122127111563382
"Cre01.g014050"	"Cre06.g278169"	0.0122120182253755
"Cre03.g163200"	"Cre02.g086000"	0.0122119154919136
"Cre02.g110150"	"Cre12.g529700"	0.0122118663192108
"Cre01.g000050"	"Cre16.g679400"	0.0122115526979208
"Cre05.g242600"	"Cre13.g566150"	0.012211489452053
"Cre04.g212700"	"Cre10.g427350"	0.012211235379513
"Cre03.g152150"	"Cre10.g449050"	0.0122111405329759
"Cre12.g515050"	"Cre17.g739466"	0.0122106818679526
"Cre07.g345050"	"Cre02.g094500"	0.0122098965510813
"Cre06.g269100"	"Cre19.g750397"	0.0122097770648092
"Cre02.g108350"	"Cre03.g170428"	0.0122095835126544
"Cre08.g378800"	"Cre14.g615450"	0.0122095186698743
"Cre02.g103450"	"Cre17.g707300"	0.0122094873249988
"Cre02.g108450"	"Cre11.g468380"	0.0122089837189898
"Cre15.g635100"	"Cre23.g754647"	0.0122079676911478
"Cre08.g373346"	"Cre06.g276700"	0.0122078007378135
